RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
346,15763859,Brown,657.6031452,France,Female,57,19.03649599,88433.14291,,0,0,357544.8909,0
7021,15786237,Pickworth,502.7688884,France,Male,28,13.61958178,111759.9545,1,1,0,253675.3354,0
5688,15691840,Fraser,371.2778341,Germany,Female,27,10.53041483,0,1,0,1,132163.1747,0
816,15619708,Harker,557.7884332,France,Male,24,7.600117019,95268.85183,,0,0,341893.0492,0
9422,15589589,Bryan,441.2371285,France,Male,30,8.80588024,20999.86135,1,1,0,196748.6973,0
5625,15581295,Ch'ien,461.7047189,Spain,Female,21,5.762899693,34600.36748,1,1,0,209115.4594,1
2009,15666916,Lira,464.3210789,France,Male,52,18.4832974,0,2,1,1,327480.9534,0
5028,15807989,Wall,473.1727635,Germany,Male,59,24.15676971,0,2,1,1,345265.7441,0
6616,15792934,Carruthers,502.2232838,France,Male,28,13.61123092,66402.48338,2,1,0,222875.3905,0
9155,15690337,Chinwenma,504.7211389,France,Female,,18.82353465,81340.47788,1,1,1,542861.6504,0
8215,15788920,Ch'ang,631.6397905,Germany,Female,42,11.56522982,41377.91547,2,1,0,305723.3003,0
732,15790757,Cody,511.8357969,France,Female,56,26.22006894,33406.04136,,0,0,464263.1039,0
7293,15768474,Clements,573.0815048,Spain,Male,27,9.875305368,92032.62934,1,1,0,335981.1389,1
7065,15777994,Woods,476.7117224,France,Female,36,5.783935513,66847.63251,1,1,1,400155.7946,0
2446,15654409,Unwin,400.6626272,France,Female,33,12.00804348,0,1,1,1,221850.0302,0
3362,15754952,Su,439.6081207,Germany,Female,30,15.34402472,93180.53196,1,1,0,263605.0788,1
4761,15713949,Woods,634.2503591,France,Male,47,7.463987437,0,1,1,0,319579.9947,0
2444,15706587,Johnston,461.014566,France,Male,62,11.0237002,34610.10987,1,0,1,294805.1766,0
6380,15770543,Lowe,442.8477929,France,Male,84,25.26659792,0,1,1,0,741746.4046,0
9609,15638247,Boan,489.0300217,Spain,Male,44,18.93773331,80988.44457,2,1,0,635675.3472,0
2914,15697686,Stewart,514.0067762,France,Female,52,18.57498764,0,1,1,1,387093.2529,0
5954,15696141,Kruglov,411.879161,Spain,Female,39,20.31279701,39758.09531,1,1,0,210672.0966,0
2497,15625623,Stevenson,459.5795936,France,Female,64,15.23898879,104350.1204,2,0,1,822172.7901,0
4547,15738248,Lo,453.8280514,France,Female,31,11.66065485,35847.83844,1,1,1,242816.2878,0
7548,15617991,Andrews,437.2401675,France,Male,65,15.16126199,60003.03988,1,1,1,579568.0863,0
4864,15640491,Raff,466.7858148,France,Female,63,20.83820238,128113.025,2,1,1,455838.0481,0
3191,15625395,Chinomso,455.3750476,France,Female,28,11.10587181,129470.236,1,1,1,332102.2341,0
4452,15621205,Olisaemeka,479.2984191,France,Male,49,11.73224121,123180.0716,1,1,1,353180.6801,0
9805,15596136,Folliero,463.4045436,France,Female,,17.10529467,124752.2291,1,1,1,470038.7597,0
5228,15725767,Milani,440.562225,France,Male,69,17.52492135,0,2,1,1,574581.3882,0
2610,15755242,Rowe,459.0885698,France,Female,29,10.44647434,0,1,1,1,247388.8197,0
5579,15726313,Napolitani,506.6336896,Spain,Female,34,8.688394335,92982.49061,2,1,1,203122.5862,0
8091,15601324,Black,481.7276893,France,Female,,9.099961528,25291.20351,1,1,1,426763.5422,0
164,15680772,Hu,476.8021205,Spain,Female,41,11.06964398,28415.27724,,0,0,404190.314,0
2321,15775888,McDonald,517.9469962,Germany,Female,38,11.96225607,119178.1345,1,1,1,544435.6168,0
925,15658485,Heath,564.5132555,France,Female,38,13.84764999,59972.4689,,0,0,558130.8889,0
5752,15690731,Wolfe,503.609054,France,Male,41,15.95526822,113241.4095,1,1,1,387529.0077,0
2397,15732476,Ifeanyichukwu,408.8712274,France,Female,41,11.53070069,11385.11579,2,0,1,461624.4281,0
3518,15757821,Burgess,537.7007579,Spain,Male,49,11.2424432,57293.632,1,0,0,358422.7197,0
5300,15792989,Bianchi,498.4085401,France,Female,60,9.107999782,159109.0839,1,1,1,551812.0737,0
833,15797964,Cameron,443.31834,Germany,Female,75,15.8368559,0,,0,0,516862.4038,0
7769,15726695,Hsia,429.641717,Spain,Female,59,22.31596044,0,2,1,0,344384.5094,0
8145,15775108,Lo Duca,484.3951075,France,Male,52,12.14273789,136850.3663,2,0,1,522297.9712,0
1602,15594404,Bevan,611.415409,France,Female,53,22.55965846,33900.78246,1,1,0,343831.3767,0
2014,15742238,Dellucci,513.7023711,Germany,Male,792,14.86000174,117610.7376,1,1,0,461510.2929,0
3107,15800890,T'ien,428.9072557,France,Female,35,13.1807098,66685.87529,1,1,1,294950.7199,0
1415,15620507,Siciliani,396.3271,Germany,Female,51,9.147407126,0,1,1,1,229516.5148,0
8116,15700752,Pugliesi,406.8000968,France,Female,67,17.6330129,49745.38401,2,1,1,498288.6227,0
9908,15611247,McKenzie,452.91459,France,Female,27,20.89930574,62932.9708899999,2,1,0,346221.7058,0
4557,15796231,Nwankwo,512.219428,France,Female,,5.133304531,138270.0469,1,0,1,357295.1437,0
8418,15689288,Folliero,445.5724503,France,Female,70,16.53326086,49007.7231,1,1,0,464122.3405,0
8723,15718667,T'ien,446.1370169,France,Male,,18.94195878,83962.74982,1,1,0,467502.2232,0
1938,15697879,Webb,473.5733009,France,Male,,9.504893866,0,2,1,0,419614.5949,0
8736,15713599,Castiglione,449.523648,France,Male,58,26.76944758,0,1,0,1,595375.9707,0
6141,15785042,Hsiung,391.9397979,France,Female,,21.45883576,23091.26124,1,0,0,480939.917,1
3674,15606915,Genovese,531.6584434,France,Male,34,13.96927016,0,1,1,1,234795.6207,0
9958,15672237,Oluchi,438.1518734,France,Male,35,8.099107846,35950.05295,1,1,0,172166.7449,0
6635,15575399,Somadina,405.3188994,France,Female,39,6.770578715,24729.91512,1,1,0,287888.9284,0
9075,15630413,Howarth,497.772295,France,Female,28,6.178372024,54915.32036,1,1,1,242884.1377,0
7867,15677062,Howe,473.7656713,France,Female,25,10.335292,87302.86689,1,1,1,379126.8207,0
4387,15621520,Tang,671.2817864,Germany,Female,38,11.64441689,182466.9201,1,1,1,208237.2532,0
9103,15810942,Chiemela,471.2910186,Germany,Female,42,7.837733869,127700.5909,1,0,1,435067.821,0
5900,15793901,Capon,477.3324927,France,Female,34,7.502231566,82538.22741,1,0,0,404154.5951,0
1905,15677382,Miller,428.2670425,Spain,Female,46,6.218386828,55367.29736,1,1,1,323681.978,0
2548,15634772,Mario,398.1602991,Spain,Female,68,13.33452644,0,1,1,1,318341.2235,0
1305,15749004,Tsao,433.215031,France,Female,77,10.13146589,0,1,1,0,772008.4439,0
3229,15693264,Onyinyechukwuka,423.399752,France,Female,44,24.21918867,57126.4502199999,2,1,1,388618.0999,0
6453,15677243,Wan,371.5272685,Spain,Male,69,21.96640373,0,2,1,1,387334.1741,0
670,15662397,Small,433.9857259,France,Female,56,15.24903009,0,,0,0,319734.6004,0
9361,15671934,Veale,409.6617017,Germany,Male,44,8.606763782,0,1,0,1,341127.7593,0
3103,15660866,Chimaobim,448.9230032,France,Female,64,13.15203941,36769.12202,1,1,1,448187.4245,0
9990,15605622,McMillan,628.0812583,Spain,Male,63,15.10989734,0,2,1,1,450673.0543,0
8384,15593501,Graham,452.6859218,France,Female,,12.31273434,109815.5499,2,1,1,547211.5312,0
3160,15680587,Esposito,643.7934386,France,Male,54,14.63709595,99249.06279,1,1,1,597523.4647,0
6693,15677087,Green,477.0185701,France,Female,49,12.41014713,69681.0972,1,0,0,281768.8224,0
7680,15790689,Hibbins,423.8399451,Spain,Male,35,18.16289665,22390.5156,1,1,1,309696.3101,0
7128,15808662,Krylov,456.5002322,France,Male,28,6.781026311,3794.003493,1,1,0,95994.95424,0
6204,15790763,Trujillo,486.496916,Spain,Female,26,6.856631801,48168.7358,2,1,0,347365.8203,0
342,15786170,Tien,506.9636707,France,Male,49,16.13678521,104556.9716,,0,0,335744.9565,0
5512,15714970,Holbrook,440.8561659,Germany,Male,,7.70672176,55558.53114,1,1,0,525514.7471,0
7570,15642448,Onyemauchechukwu,529.5429166,Spain,Male,57,18.47946145,169526.8963,1,1,1,586498.1305,0
6865,15797381,DeRose,418.866924,Germany,Female,32,9.061705333,70760.06721,2,1,1,342705.0951,0
4892,15676958,Zito,513.4713252,Germany,Male,50,19.55885038,0,2,1,1,505870.2079,0
8856,15689953,Toscani,588.3608891,Spain,Male,25,22.63862236,171225.43,1,0,1,383788.6011,0
7461,15622083,Paterson,397.9148973,Germany,Male,42,13.14156259,0,1,1,0,407078.4312,0
1443,15796179,Moore,422.1388721,France,Male,47,20.44914386,4111.999307,1,1,0,421561.5885,0
7789,15674671,Conway,421.1371617,Spain,Male,35,3.752341919,0,1,1,1,333225.9999,0
9150,15814331,Lung,408.2995848,Germany,Female,35,12.0442745,0,2,1,0,217262.7642,0
4286,15679968,Ting,488.4461451,France,Male,42,11.89400341,139959.3786,1,1,0,334679.282,0
8060,15717643,Band,447.7362206,France,Female,59,15.31110383,0,1,1,1,368235.8165,0
8469,15672983,Fernando,474.216277,Spain,Female,39,13.214313,19487.39706,2,1,0,409883.0277,0
166,15585388,Sherman,494.0429677,Germany,Male,53,22.94566002,57522.00192,,0,0,426059.2557,0
1165,15750776,Genovese,757.7142088,France,Female,52,7.744036578,151297.7755,1,1,1,480994.0979,0
4852,15618239,Neumann,456.7943039,France,Female,43,5.276030766,43129.7217,1,1,1,515296.7297,1
4958,15600478,Watson,523.1493734,France,Male,63,18.55185099,3480.637698,1,1,0,323475.3518,0
3966,15775892,Caldwell,473.0211015,Spain,Female,36,19.46843245,25344.5202,1,1,0,397502.2661,0
5697,15723620,Lu,389.3899012,France,Male,936,10.19810049,16013.24374,2,1,1,385584.4504,0
5458,15725221,Sabbatini,428.5316402,Germany,Male,28,17.56615502,0,2,1,1,258131.8675,0
6715,15588933,Nwankwo,635.5286343,France,Female,66,17.84727275,165841.4182,1,1,1,844491.6921,0
153,15811589,Metcalfe,563.9972572,Spain,Male,26,16.80855412,105654.0981,,0,0,226833.8571,0
1784,15693381,Tipton,412.8294798,Spain,Male,,11.13328319,0,1,0,1,269944.45,0
222,15787155,Yang,394.7500946,Spain,Male,21,9.860472152,33737.50168,,0,0,283635.8434,0
1295,15584363,Longstaff,630.8748916,France,Male,35,4.920896674,112155.6875,1,1,1,483882.8424,0
926,15636731,Ts'ai,476.0509858,Germany,Female,25,9.352748039,20499.7617,,0,0,140611.3635,0
2455,15636089,Hs?,491.2073038,Germany,Female,63,9.774457316,113934.7669,1,0,0,485839.8347,1
1909,15626983,Ledford,476.0730351,Spain,Female,55,13.86892089,70844.70768,2,1,1,571111.2761,0
7144,15761158,Y?an,518.7703257,France,Female,46,19.4765354,117746.3159,1,1,1,499551.86,0
6249,15672185,Liu,405.2806984,France,Male,31,6.958865586,0,2,1,0,262005.3409,0
3975,15621031,Mofflin,568.4147479,Spain,Male,49,19.86429008,72079.10106,2,1,0,377965.4991,0
4045,15607142,Parkin,496.7289563,France,Male,66,21.72530853,61815.57689,1,1,1,517659.5263,0
4925,15574868,Lowell,514.7001304,Germany,Male,40,11.38442383,49845.75112,1,0,0,324343.0818,1
9391,15619130,Simpson,576.8678233,Germany,Female,42,13.63469575,57262.0934,2,1,1,403291.3455,0
2436,15661734,Taylor,529.6361988,Germany,Male,54,16.4288846,174941.7372,2,1,1,608838.2442,0
2176,15769254,Tuan,531.4966988,Germany,Female,29,12.20543646,16782.09123,1,0,0,336234.6046,0
9512,15652948,Yen,494.3986939,France,Male,28,7.365376191,18546.55483,1,1,0,307207.5695,0
9040,15777614,Webb,447.2597092,Spain,Female,33,6.232028743,48439.36272,1,1,1,286698.5507,0
7587,15748532,Dale,625.3092305,Spain,Male,,24.56421107,5151.532205,1,1,1,358582.5257,0
4863,15686780,Rogova,466.9814542,Spain,Female,47,9.945369237,171047.6081,1,0,1,461027.92,0
9171,15616028,T'ao,428.123986,France,Male,49,9.485153415,0,2,0,1,309047.0159,0
1239,15619626,Wade,462.2228586,France,Male,48,11.94141483,0,1,0,1,238624.5977,0
9641,15647203,Gebhart,547.9590122,France,Female,58,12.51538484,101462.4954,1,1,0,580119.9452,0
9930,15696388,Artamonova,497.6288386,Germany,Male,35,10.50159338,33806.07359,1,1,1,283861.34,0
8546,15674179,Vorobyova,367.800087,Germany,Male,,18.439681,0,1,0,0,317236.4357,0
8198,15741180,Eddy,407.0637735,France,Male,50,12.82977797,0,1,1,1,318056.2764,0
9148,15781326,Ford,431.4076586,France,Male,36,19.45010315,43124.024,1,0,1,299743.0839,0
3946,15652789,Hancock,507.9844885,Spain,Male,31,19.41653879,103249.346,1,1,1,371572.867,0
9559,15801411,Green,491.5347383,Spain,Male,40,10.54306635,68394.53002,1,1,0,268825.8793,0
6619,15756301,Daniels,508.2646102,Germany,Female,58,15.01075765,75240.64782,1,0,1,548144.5047,0
3793,15632859,Chukwudi,387.4573979,France,Male,29,11.90246842,17770.33435,1,1,1,364055.9005,0
3746,15808334,Mackay,551.6453481,Germany,Female,35,10.09421644,111435.1068,1,1,1,346748.7969,0
8479,15643048,Mueller,417.1442297,France,Male,61,12.80193657,0,2,1,1,306899.7632,0
5870,15734461,Brooks,526.7015675,Germany,Male,56,7.798056561,162320.7469,1,0,1,585326.3018,0
5057,15690958,Cantrell,512.0830652,Germany,Male,26,6.077683654,45778.84205,1,0,1,320686.3182,0
270,15799217,Zetticci,577.7162052,Germany,Female,30,12.63137667,140280.6065,,0,0,363416.1143,0
1729,15675320,Leonard,516.6631713,Spain,Female,50,15.23591142,0,1,0,0,529676.8836,0
5164,15633870,Ozioma,697.5073637,France,Female,42,21.98188879,65863.99844,2,1,1,346199.344,0
4705,15754113,Li,403.7461455,France,Female,32,9.339541549,0,1,1,1,230359.7595,0
3954,15633546,Frederick,510.9233101,Spain,Female,36,5.174560335,123027.8048,1,1,0,730015.15,0
5218,15796434,Farnsworth,499.9047198,France,Male,27,7.770447775,48973.70159,1,1,1,256619.2777,0
2800,15775662,McKay,520.546053,France,Male,,17.80035248,85172.01638,1,1,1,832166.1216,0
3425,15814998,Bonham,481.3292677,Spain,Male,68,14.28761583,43132.9626,2,0,0,443565.9693,0
5583,15596972,Brownlow,473.264054,France,Male,75,13.46530895,119303.8197,1,0,1,542681.3774,0
6238,15778897,Cartwright,424.6173149,France,Female,34,8.58237102,0,2,1,1,138549.9027,0
3358,15670668,Webb,488.7725143,Germany,Male,36,9.764238691,21481.52759,1,0,1,296197.8739,0
8074,15601030,Patel,596.8093193,Germany,Female,45,12.38520846,60293.25156,1,1,1,472344.6348,0
1153,15589754,Malloy,447.4521317,Germany,Male,61,12.36574728,0,1,0,1,511794.6863,0
1310,15690079,Boniwell,446.6616533,Spain,Male,60,20.54945928,25220.22468,1,0,0,384914.6262,1
3642,15613623,Tilley,502.9599926,Spain,Male,57,14.97151155,120657.8686,1,1,1,541264.8958,0
5133,15579826,Young,401.3649144,France,Female,66,23.71808446,19294.65842,1,1,0,406277.6374,0
3112,15657163,Cockrum,468.1745968,Germany,Male,37,9.226871976,65179.84029,2,1,1,404011.2563,0
7645,15613673,Lung,493.2178907,France,Male,70,22.19277887,45388.49292,2,1,0,733815.3883,0
725,15626742,Carpenter,500.5823259,France,Male,66,14.00711814,129417.5646,,0,0,646501.5465,0
172,15613172,Sun,453.4651025,Germany,Male,37,11.95840223,36211.63916,,0,0,312579.1049,0
6084,15603880,Morgan,409.9308883,Germany,Male,37,7.745239642,63749.52313,1,1,1,249422.1634,0
223,15727829,McIntyre,410.3791554,France,Male,43,7.35460314,0,,0,0,355142.8332,0
9554,15809585,H?,464.1581727,France,Male,25,10.27200595,0,1,1,0,89076.71781,0
1425,15596671,Endrizzi,477.0410072,Spain,Female,74,25.2005423,45777.51067,1,1,0,690907.6379,1
2570,15700657,Thornton,475.0433926,Germany,Female,69,13.32630509,27214.74307,1,1,0,611008.8869,0
3162,15767681,Smalley,405.8421282,Spain,Male,33,15.72023604,70146.94488,1,0,1,235473.1986,0
7714,15786215,Udinese,516.9829249,France,Male,61,25.84337036,0,1,1,0,364829.0042,0
3475,15778861,Wallace,508.9534877,Spain,Male,26,8.513966702,50648.42053,1,0,0,160617.0644,1
438,15624623,Hs?,450.0899531,France,Male,57,21.04746425,107475.2197,,0,0,372219.3149,0
1106,15624293,Mironova,453.5519308,France,Female,42,14.88255241,89325.55998,1,1,0,198613.9285,0
7931,15606436,Bergamaschi,384.1767749,Spain,Male,40,14.84156312,0,1,0,0,181394.2593,0
83,15641732,Mills,443.3931189,France,Female,25,4.804352074,7840.3953,,0,0,115686.4545,0
9144,15793197,Bailey,505.1683304,France,Female,48,14.64468639,83048.93169,1,1,0,419686.3063,0
402,15747795,Pai,495.2399241,Germany,Female,52,17.40909862,99991.2696,,0,0,492442.4333,0
9260,15806327,Cyril,528.527858,France,Female,67,16.62781696,0,1,1,0,408752.0359,0
9399,15752915,Hsueh,374.5351872,France,Female,64,9.181300185,0,1,1,1,385083.1052,0
5847,15569945,Horsley,389.0565258,Spain,Male,40,4.808790224,10188.7333,2,1,1,422700.8977,0
